AIRPORT_SEQ_ID;ID;AIRPORT;DISPLAY_AIRPORT_NAME;AIRPORT_COUNTRY_CODE_ISO;AIRPORT_STATE_NAME;LATITUDE;LONGITUDE;AIRPORT_IS_CLOSED
1580202;15802;WNS;Nawabshah;PK;;26.21944444;68.39;0
1580405;15804;WNZ;Longwan;CN;;27.90861111;120.8522222;0
1580501;15805;WOD;Wood River Airport;US;Alaska;59.06666667;-134.75;0
1580702;15807;WOW;Willow Airport;US;Alaska;61.75416667;-150.0516667;0
1581003;15810;WPM;Wipim Airport;PG;;-8.78805556;142.8822222;0
1581202;15812;WPU;Guardiamarina Zanartu;CL;;-54.93111111;-67.62638889;0
1581302;15813;WQA;Ovid Airport;US;New York;42.65472222;-76.79638889;0
1581402;15814;WQB;Mandan Municipal;US;North Dakota;46.76805556;-100.8944444;0
1581502;15815;WQC;Ravalli County;US;Montana;46.25138889;-114.1255556;0
1581602;15816;WQD;Tulelake Municipal;US;California;41.89055556;-121.3605556;0
1581702;15817;WQE;Dinsmore Airport;US;California;40.49194444;-123.5983333;0
1581805;15818;WQF;Rigby Airport;US;Idaho;43.6425;-111.9294444;0
1581902;15819;WQG;Hesperia Airport;US;California;34.37694444;-117.3161111;0
1582002;15820;WQH;Butte Valley;US;California;41.88722222;-121.9755556;0
1582105;15821;WQI;Connell City;US;Washington;46.66138889;-118.8305556;0
1582201;15822;WQJ;Peard Bay Airport;US;Alaska;70.8;-158.3333333;0
1582302;15823;WQK;Townsend Airport;US;Montana;46.33111111;-111.4825;0
1582401;15824;WQL;Bluff Airport;US;Alaska;64.59055556;-163.7752778;0
1582502;15825;CWF;Chennault International;US;Louisiana;30.21055556;-93.14305556;0
1582601;15826;WQN;Taylor County;US;Kentucky;37.35833333;-85.30944444;0
1582702;15827;WQO;Rosamond Skypark;US;California;34.87055556;-118.2055556;0
1582803;15828;WQP;Oceano County;US;California;35.10166667;-120.6222222;0
1582905;15829;WQQ;Custer State Park;US;South Dakota;43.725;-103.35;0
1583001;15830;WQR;Tibbetts;US;Alaska;58.73416667;-157.0072222;0
1583102;15831;WQS;Poplar Municipal;US;Montana;48.13444444;-105.1622222;0
1583202;15832;WQT;Bridger Municipal;US;Montana;45.29166667;-108.9258333;0
1583302;15833;WQU;Portales Municipal;US;New Mexico;34.14555556;-103.4102778;0
1583501;15835;WQW;David River Airport;US;Alaska;55.91444444;-161.6375;0
1583601;15836;WQX;Kiavak Airport;US;Alaska;57.01666667;-153.6666667;0
1583701;15837;WQY;Port Wakefield Airport;US;Alaska;58.05277778;-153.05;0
1583805;15838;WQZ;Chignik Lake Airport;US;Alaska;56.25555556;-158.7777778;0
1583902;15839;WRB;Robins AFB;US;Georgia;32.64027778;-83.59194444;0
1584002;15840;WRE;Whangarei Airport;NZ;;-35.76916667;174.3638889;0
1584102;15841;WRG;Wrangell Airport;US;Alaska;56.48444444;-132.3697222;0
1584202;15842;WRI;McGuire Field;US;New Jersey;40.01555556;-74.59166667;0
1584305;15843;WRL;Worland Municipal;US;Wyoming;43.96277778;-107.9505556;0
1584502;15845;WRO;Strachowice;PL;;51.10388889;16.88194444;0
1584601;15846;WSB;Steamboat Bay Airport;US;Alaska;55.51666667;-133.6333333;0
1584702;15847;WSG;Washington County;US;Pennsylvania;40.13638889;-80.29027778;0
1584802;15848;WSH;Brookhaven;US;New York;40.82194444;-72.86694444;0
1584901;15849;WSI;Wasilla Airport;US;Alaska;61.58416667;-149.4566667;1
1585001;15850;WSJ;San Juan Airport;US;Alaska;57.73111111;-153.3183333;0
1585205;15852;WSM;Wiseman Airport;US;Alaska;67.405;-150.1208333;0
1585302;15853;WSN;South Naknek 2;US;Alaska;58.70194444;-157.0025;0
1585405;15854;WSP;Waspam Airport;NI;;14.74083333;-83.96888889;0
1585502;15855;WST;Westerly State;US;Rhode Island;41.34972222;-71.80333333;0
1585601;15856;WSX;Westsound Airport;US;Washington;48.66666667;-122.8833333;0
1585701;15857;WSY;Whitsunday Airstrip;AU;;-20.27611111;148.755;0
1585802;15858;WSZ;Westport Airport;NZ;;-41.73722222;171.5791667;0
1585901;15859;WTC;World Trade Center Heliport;US;New York;40.7125;-74.015;0
1586001;15860;WTD;West End Airport;BS;;26.68611111;-78.97583333;0
1586105;15861;WTK;Noatak Airport;US;Alaska;67.56111111;-162.9805556;0
1586206;15862;WTL;Tuntutuliak Airport;US;Alaska;60.35111111;-162.6547222;0
1586306;15863;WTN;RAF Waddington;GB;;53.16638889;-0.52361111;0
1586402;15864;WTR;Whiteriver Airport;US;Arizona;33.81055556;-109.9858333;0
1586503;15865;WTS;Tsiroanomandidy Airport;MG;;-18.75944444;46.05416667;0
1586602;15866;WTT;Whittier Airport;US;Alaska;60.77722222;-148.7216667;0
1586703;15867;WUG;Wau Airport;PG;;-7.345;146.7188889;0
1586805;15868;WUH;Tianhe;CN;;30.77722222;114.2163889;0
1586905;15869;WUJ;Duchesne Municipal;US;Utah;40.19388889;-110.3830556;0
1587001;15870;WUQ;Avco;US;Washington;47.00555556;-124.1583333;0
1587105;15871;WUU;Wau Airport;SS;;7.72583333;27.97472222;0
1587205;15872;WUX;Shuofang;CN;;31.4975;120.4305556;0
1587301;15873;WV1;Mcs-Pad Heliport;US;West Virginia;38.29444444;-81.56555556;0
1587401;15874;WVA;Washington-Virginia;US;Virginia;38.83333333;-77.11666667;1
1587506;15875;WVB;Walvis Bay Airport;NA;;-22.97944444;14.64722222;0
1587702;15877;WVI;Watsonville Municipal;US;California;36.93555556;-121.7894444;0
1587802;15878;WVK;Manakara Airport;MG;;-22.11972222;48.02138889;0
1587902;15879;WVL;Waterville Robert Lafleur;US;Maine;44.53333333;-69.67555556;0
1588102;15881;WWA;Wasilla Airport;US;Alaska;61.57194444;-149.5394444;0
1588205;15882;WWD;Cape May County;US;New Jersey;39.00833333;-74.90861111;0
1588306;15883;WWK;Wewak Airport;PG;;-3.58361111;143.6688889;0
1588501;15885;WWP;Whale Pass Airport;US;Alaska;56.11666667;-133.1166667;0
1588602;15886;WWR;West Woodward;US;Oklahoma;36.43805556;-99.52277778;0
1588702;15887;WWT;Newtok Airport;US;Alaska;60.93916667;-164.6413889;0
1589202;15892;WY1;Ralph Wenz Field;US;Wyoming;42.7975;-109.8111111;0
1589302;15893;WYA;Whyalla Airport;AU;;-33.05888889;137.5144444;0
1589401;15894;WYB;Yes Bay Lodge Seaplane Base;US;Alaska;55.91611111;-131.8011111;0
1589505;15895;WYE;Yengema Airport;SL;;8.6175;-11.05;0
1589602;15896;WYN;Wyndham Airport;AU;;-15.51138889;128.1530556;0
1589702;15897;WYS;Yellowstone;US;Montana;44.68833333;-111.1177778;0
1589901;15899;WZY;Nassau Seaplane Base;BS;;25.0825;-77.32722222;1
1590006;15900;XAL;Alamos Airport;MX;;27.03888889;-108.9488889;0
1590103;15901;XAP;Serafin Enoss Bertaso;BR;;-27.13388889;-52.65888889;0
1590202;15902;XBE;Bearskin Lake Airport;CA;Ontario;53.96555556;-91.02722222;0
1590306;15903;XBR;Brockville Regional Tackaberry;CA;Ontario;44.63944444;-75.75027778;0
1590401;15904;XCH;Christmas Island Airport;CX;;-10.45055556;105.6902778;0
1590502;15905;XCL;Cluff Lake Airport;CA;Saskatchewan;58.39138889;-109.5163889;0
1590606;15906;XCR;Chalons Vatry;FR;;48.77611111;4.18416667;0
1590701;15907;XES;Americana;US;Wisconsin;42.61444444;-88.39;0
1590802;15908;XIC;Qingshan;CN;;27.98888889;102.1844444;0
1591005;15910;XIY;Xianyang;CN;;34.43972222;108.7594444;0
1591302;15913;XLS;Saint Louis;SN;;16.05027778;-16.46111111;0
1591402;15914;XLW;Lemwerder Airport;DE;;53.14333333;8.62333333;0
1591502;15915;XMD;Madison Municipal;US;South Dakota;44.01638889;-97.08555556;0
1591602;15916;XMH;Manihi Airport;PF;;-14.43527778;-146.0683333;0
1591701;15917;XMN;Gaoqi;CN;;24.54416667;118.1277778;0
1591805;15918;XMR;Marmande Virazeil;FR;;44.49888889;0.20055556;0
1591904;15919;XNA;Northwest Arkansas Regional;US;Arkansas;36.28166667;-94.30777778;0
1592002;15920;XNG;Quang Ngai Airport;VN;;15.11361111;108.7758333;0
1592101;15921;XNN;Xining Airport;CN;;36.55;101.75;0
1592301;15923;XPL;Palmerola Air Base;HN;;14.3825;-87.62111111;0
1592404;15924;XQC;Joint Base Balad;IQ;;33.94027778;44.36166667;0
1592504;15925;XQP;Quepos Airport;CR;;9.44305556;-84.13;0
1592601;15926;XRH;Richmond AFB;AU;;-33.60055556;150.7808333;0
1592701;15927;XRS;Reston Airport;US;Virginia;38.96194444;-77.35805556;1
1592802;15928;XRY;Jerez;ES;;36.74472222;-6.06;0
1592906;15929;XSC;South Caicos International;TC;;21.51583333;-71.52916667;0
1593001;15930;XSD;Tonopah Test Range;US;Nevada;37.79888889;-116.7808333;0
1593102;15931;XSM;St. Mary's County Regional;US;Maryland;38.31527778;-76.55;0
1593208;15932;XSP;Seletar Airport;SG;;1.41555556;103.8666667;0
1593301;15933;XUZ;Xuzhou Airport;CN;;34.26666667;117.1833333;0
1593402;15934;A8K;Granite Point Ndb;US;Alaska;60.96166667;-151.3316667;0
1593601;15936;XWC;Yantarni Bay Airport;US;Alaska;56.88333333;-156.5666667;0
1593703;15937;EML;Emmen Airport;CH;;47.0925;8.305;0
1593805;15938;XWE;Copalis State;US;Washington;47.14472222;-124.1891667;0
1593902;15939;XWF;Jerome County;US;Idaho;42.72666667;-114.4566667;0
1594105;15941;XWH;Aztec Municipal;US;New Mexico;36.83694444;-108.0286111;0
1594302;15943;XWJ;Dexter Regional;US;Maine;45.00444444;-69.2375;0
1594402;15944;XWK;Port Orchard Airport;US;Washington;47.43222222;-122.6677778;0
1594502;15945;XWL;McCarley Field;US;Idaho;43.20916667;-112.3497222;0
1594601;15946;XWM;Riyadh Military;SA;;24.71055556;46.72472222;0
1594705;15947;XWN;William P Gwinn;US;Florida;26.90805556;-80.32833333;0
1594802;15948;XWO;Kimball Municipal/Robert E. Arraj Field;US;Nebraska;41.18805556;-103.6775;0
1594904;15949;AKH;Prince Sultan AB;SA;;24.07055556;47.56222222;0
1595003;15950;IWK;Iwakuni MCAS;JP;;34.145;132.2469444;0
1595202;15952;XWS;Oliktok LRRS;US;Alaska;70.49972222;-149.8794444;0
1595301;15953;XWT;Nushagak Bay Airport;US;Alaska;57.45;-158;0
1595401;15954;XWU;Perry County;US;Alabama;32.55833333;-87.30972222;0
1595605;15956;XWW;Teton Peaks;US;Idaho;43.74277778;-111.0966667;0
1596102;15961;WFD;Manchester Woodford;GB;;53.33805556;-2.14888889;0
1596302;15963;XXD;Smiley Johnson Municipal/Bass Field;US;Texas;34.91138889;-100.8694444;0
1596405;15964;XXE;Lakewood Airport;US;New Jersey;40.06694444;-74.1775;0
1596601;15966;XXG;Arthur D. Little Heliport;US;Massachusetts;42.5;-71.11777778;0
1596807;15968;IUD;Al Udeid AB;QA;;25.11833333;51.31305556;0
1597102;15971;XXN;Ells Field-Willits Municipal;US;California;39.45138889;-123.3722222;0
1597202;15972;XXO;General Dick Stout Field;US;Utah;37.14027778;-113.3061111;0
1597302;15973;XXP;Lampson Field;US;California;38.99055556;-122.9008333;0
1597502;15975;XXR;Mariposa-Yosemite;US;California;37.51083333;-120.0394444;0
1597602;15976;XXS;Hobby Field;US;Oregon;43.93083333;-123.0066667;0
1597702;15977;XXT;Polson Airport;US;Montana;47.69555556;-114.1852778;0
1597802;15978;XXU;Ashland Municipal-Sumner Parker Field;US;Oregon;42.19027778;-122.6605556;0
1597902;15979;XXV;Decatur Shores;US;Washington;48.49972222;-122.8138889;0
1598005;15980;XXW;Lake City Gateway;US;Florida;30.18194444;-82.57694444;0
1598102;15981;XXX;Mena Intermountain Municipal;US;Arkansas;34.54527778;-94.20277778;0
1598202;15982;XXY;Rohnerville;US;California;40.55388889;-124.1327778;0
1598302;15983;XXZ;Black Rock;US;New Mexico;35.08333333;-108.7916667;0
1598404;15984;XYA;Yandina Airport;SB;;-9.09416667;159.2205556;0
1598604;15986;YAA;Anahim Lake Airport;CA;British Columbia;52.45222222;-125.3044444;0
1598702;15987;YAC;Cat Lake Airport;CA;Ontario;51.72722222;-91.82444444;0
1598801;15988;YAF;Asbestos;CA;Quebec;45.79166667;-71.99111111;0
1598902;15989;YAG;Fort Frances Municipal;CA;Ontario;48.65444444;-93.44055556;0
1599002;15990;YAH;La Grande 4 Airport;CA;Quebec;53.75472222;-73.67527778;0
1599102;15991;YAK;Yakutat Airport;US;Alaska;59.50333333;-139.6602778;0
1599205;15992;YAM;Sault Ste. Marie Airport;CA;Ontario;46.485;-84.50944444;0
1599303;15993;YAO;Yaounde Ville;CM;;3.83611111;11.52333333;0
1599403;15994;YAP;Yap International;FM;;9.49888889;138.0825;0
1599502;15995;YAT;Attawapiskat Airport;CA;Ontario;52.9275;-82.43194444;0
1599601;15996;YAU;Kattiniq Donaldson;CA;Quebec;61.66222222;-73.32138889;0
1599701;15997;YAV;Miners Bay Airport;CA;British Columbia;48.51666667;-123.1833333;0
1599802;15998;YAY;St. Anthony Airport;CA;Newfoundland and Labrador;51.39194444;-56.08305556;0
1599903;15999;YAZ;Long Beach;CA;British Columbia;49.08194444;-125.7725;0
1600001;16000;YBA;Banff Airport;CA;Alberta;51.2;-115.5333333;0
1600103;16001;YBB;Kugaaruk Airport;CA;Nunavut Territory;68.53583333;-89.80527778;0
1600201;16002;YBC;Baie Comeau Airport;CA;Quebec;49.1325;-68.20444444;0
1600302;16003;YBE;Uranium City Airport;CA;Saskatchewan;59.56138889;-108.4813889;0
1600402;16004;YBG;Bagotville;CA;Quebec;48.33055556;-70.99638889;0
1600501;16005;YBJ;Baie Johan Beetz Airport;CA;Quebec;50.5;-62.91666667;0
1600602;16006;YBK;Baker Lake Airport;CA;Nunavut Territory;64.29888889;-96.07777778;0
1600702;16007;YBL;Campbell River Airport;CA;British Columbia;49.95194444;-125.2730556;0
1600802;16008;YBM;Bronson Creek Airport;CA;British Columbia;56.68333333;-131.0869444;0
1600903;16009;YBR;Brandon Municipal;CA;Manitoba;49.91;-99.95222222;0
1601001;16010;YBS;Opapimiskan Lake Airport;CA;Ontario;52.60861111;-90.37694444;0
1601102;16011;YBT;Brochet Airport;CA;Manitoba;57.88944444;-101.6791667;0
1601202;16012;YBV;Berens River Airport;CA;Manitoba;52.35888889;-97.01805556;0
1601302;16013;YBX;Blanc Sablon Airport;CA;Quebec;51.43361111;-57.21666667;0
1601403;16014;YCB;Cambridge Bay Airport;CA;Nunavut Territory;69.10805556;-105.1372222;0
1601502;16015;YCC;Cornwall Regional;CA;Ontario;45.09277778;-74.56777778;0
1601602;16016;YCD;Nanaimo Airport;CA;British Columbia;49.05444444;-123.87;0
1601701;16017;YCF;Cortes Bay Airport;CA;British Columbia;50.05694444;-124.8333333;0
1601802;16018;YCG;Castlegar West Kootenay Regional;CA;British Columbia;49.29611111;-117.6325;0
1601905;16019;YCH;Miramichi Airport;CA;New Brunswick;47.00583333;-65.45694444;0
1602001;16020;YCJ;Cape Saint James Airport;CA;British Columbia;51.93333333;-131.0166667;0
1602105;16021;YCK;Colville Lake Tommy Kochon;CA;Northwest Territories;67.02111111;-126.1286111;0
1602202;16022;YCL;Charlo Airport;CA;New Brunswick;47.99083333;-66.33027778;0
1602304;16023;YCM;Niagara District;CA;Ontario;43.19166667;-79.17111111;0
1602404;16024;YCN;Cochrane Airport;CA;Ontario;49.10666667;-81.01527778;0
1602503;16025;YCO;Kugluktuk;CA;Nunavut Territory;67.81666667;-115.1438889;0
1602604;16026;YCR;Cross Lake Airport;CA;Manitoba;54.61083333;-97.76027778;0
1602703;16027;YCS;Chesterfield Inlet Airport;CA;Nunavut Territory;63.34722222;-90.73111111;0
1602803;16028;YCY;Clyde River Airport;CA;Nunavut Territory;70.48583333;-68.51694444;0
1602902;16029;YDA;Dawson City Airport;CA;Yukon Territory;64.04222222;-139.1302778;0
1603001;16030;YDB;Burwash;CA;Yukon Territory;61.37055556;-139.04;0
1603102;16031;YDF;Deer Lake Airport;CA;Newfoundland and Labrador;49.20916667;-57.39444444;0
1603202;16032;YDL;Dease Lake Airport;CA;British Columbia;58.42222222;-130.0313889;0
1603305;16033;YDN;Dauphin Barker;CA;Manitoba;51.10138889;-100.0533333;0
1603405;16034;YDP;Nain Airport;CA;Newfoundland and Labrador;56.55055556;-61.68222222;0
1603502;16035;YDQ;Dawson Creek Airport;CA;British Columbia;55.74222222;-120.1830556;0
1603601;16036;YDS;Desolation Sound Marine Park;CA;British Columbia;50.18333333;-124.7;0
1603801;16038;YRI;Riviere-Du-Loup Airport;CA;Quebec;47.76444444;-69.58444444;0
1603901;16039;YEA;Edmonton Metropolitan Area;CA;Alberta;53.43805556;-113.5525;0
1604002;16040;YEC;Yecheon Airport;KR;;36.63194444;128.355;0
1604104;16041;YED;Edmonton Namao Heliport;CA;Alberta;53.67444444;-113.4613889;0
1604205;16042;YEG;Edmonton International;CA;Alberta;53.30972222;-113.5794444;0
1604303;16043;YEK;Arviat Airport;CA;Nunavut Territory;61.09388889;-94.07166667;0
1604402;16044;YEL;Elliot Lake Municipal;CA;Ontario;46.35166667;-82.56111111;0
1604502;16045;YEM;Manitoulin East Municipal;CA;Ontario;45.8425;-81.8575;0
1604606;16046;YEO;Yeovilton Airport;GB;;51.00888889;-2.63805556;0
1604702;16047;YER;Fort Severn Airport;CA;Ontario;56.01888889;-87.67611111;0
1604803;16048;YEU;Eureka Airport;CA;Nunavut Territory;79.99472222;-85.81416667;0
1604901;16049;YEV;Inuvik Airport;CA;Northwest Territories;68.29305556;-133.4875;0
1605005;16050;YFB;Iqaluit Airport;CA;Nunavut Territory;63.75666667;-68.55611111;0
1605102;16051;YFC;Fredericton International;CA;New Brunswick;45.86888889;-66.53722222;0
1605202;16052;YFO;Flin Flon Airport;CA;Manitoba;54.67805556;-101.6819444;0
1605302;16053;YFR;Fort Resolution Airport;CA;Northwest Territories;61.18083333;-113.6897222;0
1605402;16054;YFS;Fort Simpson Airport;CA;Northwest Territories;61.76027778;-121.2366667;0
1605503;16055;YGA;Gagnon Airport;CA;Quebec;51.95638889;-68.13916667;0
1605602;16056;YGB;Texada Gillies Bay;CA;British Columbia;49.69416667;-124.5177778;0
1605701;16057;YGE;Gorge Harbor Airport;CA;British Columbia;50.08333333;-124.95;0
1605801;16058;YGG;Ganges Harbor Airport;CA;British Columbia;48.85;-123.5;0
1605901;16059;YGH;Fort Good Hope Ice Strip;CA;Northwest Territories;66.26666667;-128.65;0
1606002;16060;YGJ;Miho;JP;;35.49333333;133.2391667;0
1606103;16061;YGK;Kingston Airport;CA;Ontario;44.22638889;-76.59666667;0
1606201;16062;YGL;La Grande Riviere;CA;Quebec;53.62527778;-77.70416667;0
1606301;16063;YGN;Greenway Sound Airport;CA;British Columbia;50.85;-126.85;0
1606405;16064;YGP;Michel Pouliot;CA;Quebec;48.77527778;-64.47972222;0
1606502;16065;YGQ;Geraldton Greenstone Regional;CA;Ontario;49.77861111;-86.93861111;0
1606604;16066;YGR;Iles de la Madeleine Airport;CA;Quebec;47.42722222;-61.775;0
1606703;16067;YGT;Igloolik Airport;CA;Nunavut Territory;69.36472222;-81.81638889;0
1606805;16068;YGV;Havre St. Pierre Airport;CA;Quebec;50.28194444;-63.61111111;0
1606902;16069;YGW;Kuujjuarapik Airport;CA;Quebec;55.28194444;-77.76527778;0
1607002;16070;YGX;Gillam Airport;CA;Manitoba;56.35777778;-94.71083333;0
1607206;16072;YGZ;Grise Fiord Airport;CA;Nunavut Territory;76.42583333;-82.90805556;0
1607302;16073;YHA;Port Hope Simpson Airport;CA;Newfoundland and Labrador;52.52805556;-56.28527778;0
1607405;16074;YHD;Dryden Regional;CA;Ontario;49.83138889;-92.74361111;0
1607502;16075;YHF;Hearst Municipal;CA;Ontario;49.71388889;-83.68694444;0
1607601;16076;YHH;Harbor;CA;British Columbia;50.05;-125.25;0
1607702;16077;YHI;Ulukhaktok Holman;CA;Northwest Territories;70.76277778;-117.8061111;0
1607802;16078;YHM;John C. Munro Hamilton International;CA;Ontario;43.17361111;-79.935;0
1607904;16079;YHN;Hornepayne Municipal;CA;Ontario;49.19305556;-84.75944444;0
1608001;16080;YHR;Harrington Harbour Airport;CA;Quebec;50.5;-59.5;0
1608102;16081;YHS;Sechelt Airport;CA;British Columbia;49.46055556;-123.7186111;0
1608204;16082;YHT;Haines Junction Airport;CA;Yukon Territory;60.78944444;-137.5452778;0
1608302;16083;YHU;St. Hubert;CA;Quebec;45.51805556;-73.41694444;0
1608405;16084;YHY;Hay River Merlyn Carter;CA;Northwest Territories;60.83972222;-115.7827778;0
1608506;16085;YHZ;Halifax Stanfield International;CA;Nova Scotia;44.88111111;-63.51055556;0
1608605;16086;YIB;Atikokan Municipal;CA;Ontario;48.77416667;-91.63888889;0
1608706;16087;YIF;St Augustin;CA;Quebec;51.21;-58.65833333;0
1608801;16088;YIG;Big Bay Marina Airport;CA;British Columbia;50.38333333;-125.1333333;0
1608904;16089;YIH;Yichang Sanxia;CN;;30.55638889;111.48;0
1609002;16090;YIO;Pond Inlet Airport;CA;Nunavut Territory;72.68944444;-77.96888889;0
1609105;16091;YIP;Willow Run;US;Michigan;42.24;-83.53083333;0
1609202;16092;YIV;Island Lake Airport;CA;Manitoba;53.85722222;-94.65361111;0
1609306;16093;YIW;Yiwu Airport;CN;;29.33972222;120.0305556;0
1609401;16094;YJO;Johnny Mountain Airport;CA;British Columbia;56.66666667;-131.1166667;0
1609503;16095;YJT;Stephenville Airport;CA;Newfoundland and Labrador;48.54444444;-58.55;0
1609602;16096;YKA;Kamloops Airport;CA;British Columbia;50.7025;-120.4486111;0
1609703;16097;YKF;Waterloo;CA;Ontario;43.46083333;-80.37861111;0
1609801;16098;YKG;Kangirsuk Airport;CA;Quebec;60.02722222;-69.99916667;0
1609902;16099;YKJ;Key Lake Airport;CA;Saskatchewan;57.25638889;-105.6175;0
1610002;16100;YKL;Schefferville Airport;CA;Quebec;54.80527778;-66.80527778;0
1610102;16101;YKM;Yakima Air Terminal/McAllister Field;US;Washington;46.56805556;-120.5441667;0
1610202;16102;YKN;Chan Gurney Municipal;US;South Dakota;42.91666667;-97.38583333;0
1610307;16103;YKS;Yakutsk Airport;RU;;62.09416667;129.7758333;0
1610401;16104;YKU;Ft. George;CA;Quebec;53.82111111;-79.005;0
1610502;16105;YKX;Kirkland Lake Airport;CA;Ontario;48.21027778;-79.98138889;0
1610602;16106;YKZ;Buttonville Municipal;CA;Ontario;43.86083333;-79.36861111;0
1610702;16107;YLC;Lake Harbour;CA;Nunavut Territory;62.85;-69.88333333;0
1610802;16108;YLD;Chapleau Airport;CA;Ontario;47.82027778;-83.34694444;0
1610902;16109;YLH;Lansdowne House Airport;CA;Ontario;52.19555556;-87.93416667;0
1611002;16110;YLL;Lloydminster Airport;CA;Alberta;53.31055556;-110.0741667;0
1611102;16111;YLP;Mingan Airport;CA;Quebec;50.29;-64.15555556;0
1611203;16112;YLQ;La Tuque Airport;CA;Quebec;47.40944444;-72.78916667;0
1611302;16113;YLR;Leaf Rapids Airport;CA;Manitoba;56.51333333;-99.98527778;0
1611402;16114;YLT;Alert Airport;CA;Nunavut Territory;82.51722222;-62.28333333;0
1611503;16115;YLW;Kelowna Airport;CA;British Columbia;49.95722222;-119.3780556;0
1611605;16116;YMA;Mayo Airport;CA;Yukon Territory;63.61666667;-135.8688889;0
1611705;16117;YMB;Merritt Airport;CA;British Columbia;50.12277778;-120.745;0
1611805;16118;YME;Matane Airport;CA;Quebec;48.85638889;-67.45222222;0
1611902;16119;YMH;Mary's Harbour Airport;CA;Newfoundland and Labrador;52.30277778;-55.84777778;0
1612002;16120;YML;Charlevoix;CA;Quebec;47.5975;-70.22388889;0
1612102;16121;YMM;Fort McMurray Airport;CA;Alberta;56.65333333;-111.2233333;0
1612203;16122;YMO;Moosonee Airport;CA;Ontario;51.28944444;-80.60694444;0
1612302;16123;YMP;Port McNeill Airport;CA;British Columbia;50.57555556;-127.0286111;0
1612401;16124;YMQ;Montreal Metropolitan Area;CA;Quebec;45.555;-73.73388889;0
1612506;16125;YMS;Yurimaguas Airport;PE;;-5.89361111;-76.11833333;0
1612601;16126;YMT;Chapais;CA;Quebec;49.77194444;-74.52805556;0
1612702;16127;YMV;Manic-5;CA;Quebec;50.6575;-68.8325;0
1612805;16128;YMX;Montreal International (Mirabel);CA;Quebec;45.67972222;-74.03861111;0
1612905;16129;YNA;Natashquan Airport;CA;Quebec;50.19;-61.78888889;0
1613005;16130;YNB;Prince Abdulmohsin Bin Abdulaziz;SA;;24.14416667;38.06361111;0
1613101;16131;YND;Gatineau-Ottawa Executive;CA;Quebec;45.52166667;-75.56361111;0
1613202;16132;YNE;Norway House Airport;CA;Manitoba;53.95833333;-97.84416667;0
1613305;16133;YNG;Youngstown-Warren Regional;US;Ohio;41.26166667;-80.68027778;0
1613402;16134;YNH;Hudson's Hope Airport;CA;British Columbia;56.03555556;-121.9758333;0
1613505;16135;YNJ;Chaoyangchuan;CN;;42.88277778;129.4513889;0
1613601;16136;YNK;Nootka Sound Airport;CA;British Columbia;49.6;-126.6166667;0
1613702;16137;YNL;Points North Landing Airport;CA;Saskatchewan;58.27666667;-104.0825;0
1613802;16138;YNM;Matagami Airport;CA;Quebec;49.76166667;-77.80277778;0
1613901;16139;YNT;Laishan;CN;;37.39722222;121.37;0
1614001;16140;YNY;Yangyang International;KR;;38.06138889;128.6691667;0
1614102;16141;YOC;Old Crow Airport;CA;Yukon Territory;67.57;-139.84;0
1614202;16142;YOD;Cold Lake Group/Captain R. W. McNair;CA;Alberta;54.405;-110.2794444;0
1614301;16143;YOG;Ogoki Airport;CA;Ontario;51.63333333;-85.95;0
1614402;16144;YOJ;High Level Airport;CA;Alberta;58.62166667;-117.1647222;0
1614502;16145;YOL;Yola Airport;NG;;9.25777778;12.43055556;0
1614606;16146;YOO;Oshawa Executive;CA;Ontario;43.92277778;-78.89638889;0
1614706;16147;YOP;Rainbow Lake Airport;CA;Alberta;58.49111111;-119.4066667;0
1614904;16149;YOW;Ottawa Macdonald Cartier International;CA;Ontario;45.3225;-75.66722222;0
1615002;16150;YOX;Rea Point Airport;CA;Nunavut Territory;75.36416667;-105.7263889;1
1615102;16151;YPA;Prince Albert Glass Field;CA;Saskatchewan;53.21444444;-105.6730556;0
1615205;16152;YPE;Peace River Airport;CA;Alberta;56.22722222;-117.4483333;0
1615304;16153;YPL;Pickle Lake Airport;CA;Ontario;51.44638889;-90.21333333;0
1615402;16154;YPN;Port Menier Airport;CA;Quebec;49.83638889;-64.28861111;0
1615502;16155;YPO;Peawanuck Airport;CA;Ontario;54.98805556;-85.44333333;0
1615602;16156;YPQ;Peterborough Airport;CA;Ontario;44.23055556;-78.36333333;0
1615701;16157;YPR;Prince Rupert;CA;British Columbia;54.28583333;-130.4447222;0
1615804;16158;YPS;Port Hawkesbury Airport;CA;Nova Scotia;45.65638889;-61.36833333;0
1615902;16159;YPW;Powell River Airport;CA;British Columbia;49.83416667;-124.5002778;0
1616001;16160;YPX;Puvirnituq;CA;Quebec;60.05222222;-77.2875;0
1616105;16161;YPY;Fort Chipewyan Airport;CA;Alberta;58.7675;-111.1175;0
1616204;16162;YQA;Muskoka Airport;CA;Ontario;44.975;-79.30388889;0
1616303;16163;YQB;Quebec Jean Lesage International;CA;Quebec;46.78972222;-71.3925;0
1616402;16164;YQD;The Pas Airport;CA;Manitoba;53.97138889;-101.0911111;0
1616505;16165;YQF;Red Deer Regional;CA;Alberta;52.185;-113.8944444;0
1616605;16166;YQG;Windsor Airport;CA;Ontario;42.27611111;-82.95527778;0
1616702;16167;YQH;Watson Lake Airport;CA;Yukon Territory;60.11638889;-128.8225;0
